村里代碼,村里,選舉人,里長政黨,投票所數量,平均
63000050-023,臺北市中正區光復里,3115,無,3,1038
63000050-024,臺北市中正區黎明里,2717,中國國民黨,2,1359
63000050-025,臺北市中正區梅花里,2819,中國國民黨,2,1410
63000050-026,臺北市中正區幸福里,3837,中國國民黨,3,1279
63000050-027,臺北市中正區幸市里,3909,中國國民黨,3,1303
63000050-028,臺北市中正區東門里,3400,中國國民黨,3,1133
63000050-029,臺北市中正區文北里,4643,中國國民黨,3,1548
63000050-030,臺北市中正區文祥里,6179,無,4,1545
63000050-031,臺北市中正區三愛里,7017,無,5,1403
63000050-001,臺北市中正區水源里,2622,中國國民黨,2,1311
63000050-002,臺北市中正區富水里,2135,中國國民黨,2,1068
63000050-003,臺北市中正區文盛里,2262,中國國民黨,2,1131
63000050-004,臺北市中正區林興里,3990,中國國民黨,3,1330
63000050-005,臺北市中正區河堤里,4069,中國國民黨,3,1356
63000050-006,臺北市中正區頂東里,5366,中國國民黨,4,1342
63000050-007,臺北市中正區網溪里,5074,中國國民黨,4,1269
63000050-008,臺北市中正區板溪里,2962,中國國民黨,2,1481
63000050-009,臺北市中正區螢圃里,4781,中國國民黨,4,1195
63000050-010,臺北市中正區螢雪里,3922,中國國民黨,3,1307
63000060-001,臺北市大同區玉泉里,2569,中國國民黨,2,1285
63000060-002,臺北市大同區建明里,3002,民主進步黨,2,1501
63000060-003,臺北市大同區建功里,3965,民主進步黨,3,1322
63000060-004,臺北市大同區建泰里,3170,民主進步黨,3,1057
63000060-005,臺北市大同區永樂里,4617,無,4,1154
63000060-006,臺北市大同區朝陽里,3849,無,3,1283
63000060-007,臺北市大同區星明里,4972,民主進步黨,4,1243
63000060-008,臺北市大同區光能里,4275,民主進步黨,3,1425
63000060-009,臺北市大同區大有里,4211,民主進步黨,3,1404
63000060-010,臺北市大同區延平里,3596,無,3,1199
63000060-011,臺北市大同區雙連里,7978,民主進步黨,7,1140
63000060-012,臺北市大同區南芳里,3419,民主進步黨,3,1140
63000060-013,臺北市大同區民權里,5429,民主進步黨,4,1357
63000060-014,臺北市大同區景星里,2455,民主進步黨,2,1228
63000060-015,臺北市大同區隆和里,2615,無,2,1308
63000060-016,臺北市大同區蓬萊里,4262,民主進步黨,3,1421
63000060-017,臺北市大同區國順里,2599,民主進步黨,2,1300
63000060-018,臺北市大同區國慶里,3793,民主進步黨,3,1264
63000060-019,臺北市大同區揚雅里,3835,無,2,1918
63000060-020,臺北市大同區斯文里,4721,民主進步黨,4,1180
63000060-021,臺北市大同區鄰江里,5630,民主進步黨,4,1408
63000060-022,臺北市大同區至聖里,6975,民主進步黨,5,1395
63000060-024,臺北市大同區老師里,5111,民主進步黨,4,1278
63000060-025,臺北市大同區重慶里,5642,無,4,1411
63000060-026,臺北市大同區保安里,3604,民主進步黨,3,1201
63000070-001,臺北市萬華區福星里,4795,中國國民黨,3,1598
63000070-002,臺北市萬華區萬壽里,3079,中國國民黨,2,1540
63000070-003,臺北市萬華區西門里,3375,中國國民黨,2,1688
63000070-004,臺北市萬華區新起里,5729,民主進步黨,4,1432
63000070-005,臺北市萬華區菜園里,5337,無,4,1334
63000070-006,臺北市萬華區青山里,5151,民主進步黨,4,1288
63000070-007,臺北市萬華區富民里,4466,民主進步黨,3,1489
63000070-008,臺北市萬華區福音里,3073,中國國民黨,2,1537
63000070-009,臺北市萬華區仁德里,4226,民主進步黨,3,1409
63000070-010,臺北市萬華區富福里,5544,中國國民黨,3,1848
63000070-019,臺北市萬華區柳鄉里,4742,民主進步黨,3,1581
63000070-018,臺北市萬華區華江里,7427,中國國民黨,5,1485
63000070-015,臺北市萬華區糖廍里,4874,無,3,1625
63000070-017,臺北市萬華區綠堤里,3838,無,3,1279
63000070-011,臺北市萬華區頂碩里,6460,無,5,1292
63000070-012,臺北市萬華區雙園里,3995,無,3,1332
63000070-016,臺北市萬華區和平里,6119,民主進步黨,4,1530
63000070-024,臺北市萬華區和德里,6173,無,4,1543
63000070-026,臺北市萬華區全德里,3605,無,3,1202
63000070-020,臺北市萬華區日善里,3199,無,2,1600
63000070-030,臺北市萬華區壽德里,4516,中國國民黨,3,1505
63000070-022,臺北市萬華區忠德里,3755,民主進步黨,3,1252
63000070-025,臺北市萬華區錦德里,4871,無,3,1624
63000070-028,臺北市萬華區銘德里,4119,無,3,1373
63000070-023,臺北市萬華區孝德里,2914,無,2,1457
63000070-027,臺北市萬華區保德里,2874,無,2,1437
63000070-029,臺北市萬華區榮德里,3199,無,2,1600
63000070-032,臺北市萬華區華中里,5388,無,4,1347
63000070-031,臺北市萬華區興德里,4169,無,3,1390
63000070-033,臺北市萬華區日祥里,4850,中國國民黨,4,1213
63000070-034,臺北市萬華區忠貞里,4367,中國國民黨,3,1456
63000070-013,臺北市萬華區新忠里,3169,中國國民黨,2,1585
63000070-014,臺北市萬華區新和里,7569,中國國民黨,5,1514
63000070-021,臺北市萬華區新安里,5476,中國國民黨,4,1369
63000070-035,臺北市萬華區凌霄里,3347,中國國民黨,3,1116
63000070-036,臺北市萬華區騰雲里,2704,中國國民黨,2,1352
63000080-001,臺北市文山區景行里,5711,無,4,1428
63000080-002,臺北市文山區景東里,5902,中國國民黨,4,1476
63000080-003,臺北市文山區景美里,4308,無,3,1436
63000080-004,臺北市文山區景慶里,5522,中國國民黨,4,1381
63000080-005,臺北市文山區景仁里,3919,無,3,1306
63000080-006,臺北市文山區景華里,4897,中國國民黨,4,1224
63000080-007,臺北市文山區萬有里,4564,無,3,1521
63000080-008,臺北市文山區萬祥里,3906,無,3,1302
63000080-009,臺北市文山區萬隆里,6082,中國國民黨,5,1216
63000080-010,臺北市文山區萬年里,4738,無,4,1185
63000080-011,臺北市文山區萬和里,2815,中國國民黨,2,1408
63000080-012,臺北市文山區萬盛里,4172,中國國民黨,3,1391
63000080-013,臺北市文山區興豐里,4120,中國國民黨,3,1373
63000080-042,臺北市文山區興邦里,4110,中國國民黨,3,1370
63000080-014,臺北市文山區興光里,2981,中國國民黨,2,1491
63000080-015,臺北市文山區興家里,6420,中國國民黨,5,1284
63000080-016,臺北市文山區興得里,5133,中國國民黨,4,1283
63000080-017,臺北市文山區興業里,4681,中國國民黨,4,1170
63000080-018,臺北市文山區興安里,5489,中國國民黨,4,1372
63000080-019,臺北市文山區興福里,4822,無,4,1206
63000080-020,臺北市文山區興旺里,7026,中國國民黨,5,1405
63000080-021,臺北市文山區興泰里,3425,中國國民黨,3,1142
63000080-022,臺北市文山區興昌里,5718,中國國民黨,4,1430
63000080-023,臺北市文山區試院里,5840,無,4,1460
63000080-024,臺北市文山區華興里,7382,中國國民黨,5,1476
63000080-025,臺北市文山區明義里,3269,無,3,1090
63000080-026,臺北市文山區明興里,5910,無,4,1478
63000080-027,臺北市文山區木柵里,7425,中國國民黨,5,1485
63000080-028,臺北市文山區木新里,8751,中國國民黨,5,1750
63000080-029,臺北市文山區順興里,6303,無,5,1261
63000080-038,臺北市文山區忠順里,3449,中國國民黨,3,1150
63000080-030,臺北市文山區樟林里,7154,中國國民黨,5,1431
63000080-031,臺北市文山區樟新里,4592,中國國民黨,4,1148
63000080-041,臺北市文山區樟文里,5196,中國國民黨,4,1299
63000080-032,臺北市文山區樟腳里,4640,中國國民黨,3,1547
63000080-043,臺北市文山區樟樹里,4109,中國國民黨,3,1370
63000080-033,臺北市文山區萬芳里,6753,中國國民黨,5,1351
63000080-039,臺北市文山區萬美里,6231,中國國民黨,4,1558
63000080-034,臺北市文山區博嘉里,4818,中國國民黨,4,1205
63000080-035,臺北市文山區萬興里,6833,民主進步黨,5,1367
63000080-040,臺北市文山區政大里,5686,無,4,1422
63000080-036,臺北市文山區指南里,3224,中國國民黨,3,1075
63000080-037,臺北市文山區老泉里,769,中國國民黨,1,769
63000090-001,臺北市南港區南港里,5340,無,4,1335
63000090-002,臺北市南港區中南里,3244,中國國民黨,2,1622
63000090-004,臺北市南港區三重里,5517,中國國民黨,4,1379
63000090-003,臺北市南港區新富里,3404,中國國民黨,3,1135
63000090-017,臺北市南港區中研里,7841,中國國民黨,5,1568
63000090-018,臺北市南港區九如里,5470,中國國民黨,4,1368
63000090-016,臺北市南港區舊莊里,7846,無,5,1569
63000090-005,臺北市南港區東新里,6136,中國國民黨,4,1534
63000090-020,臺北市南港區重陽里,4210,中國國民黨,3,1403
63000090-007,臺北市南港區東明里,4026,無,3,1342
63000090-008,臺北市南港區西新里,4085,民主進步黨,3,1362
63000090-009,臺北市南港區玉成里,4224,無,3,1408
63000090-010,臺北市南港區合成里,6005,無,5,1201
63000090-006,臺北市南港區新光里,3272,中國國民黨,2,1636
63000090-015,臺北市南港區聯成里,4434,中國國民黨,3,1478
63000090-012,臺北市南港區萬福里,3640,中國國民黨,3,1213
63000090-013,臺北市南港區鴻福里,4023,中國國民黨,3,1341
63000090-014,臺北市南港區百福里,4623,中國國民黨,3,1541
63000090-011,臺北市南港區成福里,6521,中國國民黨,5,1304
63000090-019,臺北市南港區仁福里,4825,中國國民黨,4,1206
63000100-001,臺北市內湖區西湖里,6498,無,4,1625
63000100-002,臺北市內湖區西康里,7992,中國國民黨,5,1598
63000100-003,臺北市內湖區西安里,5760,中國國民黨,4,1440
63000100-005,臺北市內湖區港墘里,5051,中國國民黨,3,1684
63000100-006,臺北市內湖區港都里,4638,無,3,1546
63000100-007,臺北市內湖區港富里,8010,無,5,1602
63000100-008,臺北市內湖區港華里,7506,無,5,1501
63000100-009,臺北市內湖區內湖里,5063,無,3,1688
63000100-010,臺北市內湖區湖濱里,6908,中國國民黨,5,1382
63000100-011,臺北市內湖區紫星里,6833,無,4,1708
63000100-012,臺北市內湖區大湖里,4677,無,3,1559
63000100-013,臺北市內湖區金龍里,4663,無,3,1554
63000100-014,臺北市內湖區金瑞里,5648,無,4,1412
63000100-015,臺北市內湖區碧山里,5893,無,5,1179
63000100-016,臺北市內湖區紫雲里,4959,無,3,1653
63000100-017,臺北市內湖區清白里,7016,中國國民黨,5,1403
63000100-018,臺北市內湖區葫洲里,5625,中國國民黨,4,1406
63000100-019,臺北市內湖區紫陽里,6963,中國國民黨,4,1741
63000100-020,臺北市內湖區瑞陽里,6757,中國國民黨,4,1689
63000100-021,臺北市內湖區瑞光里,4056,中國國民黨,3,1352
63000100-022,臺北市內湖區五分里,8604,無,6,1434
63000100-023,臺北市內湖區東湖里,6835,無,4,1709
63000100-024,臺北市內湖區樂康里,7164,無,5,1433
63000100-025,臺北市內湖區內溝里,4076,中國國民黨,3,1359
63000100-026,臺北市內湖區週美里,6535,無,4,1634
63000100-027,臺北市內湖區行善里,5743,中國國民黨,4,1436
63000100-028,臺北市內湖區石潭里,3130,無,2,1565
63000100-029,臺北市內湖區湖興里,7478,無,4,1870
63000100-030,臺北市內湖區湖元里,4769,無,3,1590
63000100-031,臺北市內湖區安湖里,6337,無,4,1584
63000100-032,臺北市內湖區秀湖里,5340,中國國民黨,3,1780
63000100-033,臺北市內湖區安泰里,4612,無,3,1537
63000100-034,臺北市內湖區金湖里,7579,中國國民黨,5,1516
63000100-035,臺北市內湖區康寧里,7166,中國國民黨,5,1433
63000100-036,臺北市內湖區明湖里,4363,中國國民黨,3,1454
63000100-037,臺北市內湖區蘆洲里,1079,無,1,1079
63000100-038,臺北市內湖區麗山里,4940,無,3,1647
63000100-039,臺北市內湖區寶湖里,6726,無,4,1682
63000100-040,臺北市內湖區南湖里,4286,中國國民黨,3,1429
63000110-042,臺北市士林區天母里,5748,中國國民黨,4,1437
63000110-033,臺北市士林區三玉里,5064,中國國民黨,3,1688
63000110-036,臺北市士林區天福里,5296,無,4,1324
63000110-037,臺北市士林區天祿里,4517,無,3,1506
63000110-038,臺北市士林區天壽里,4234,無,3,1411
63000110-040,臺北市士林區天山里,5923,無,4,1481
63000110-039,臺北市士林區天和里,6384,中國國民黨,4,1596
63000110-041,臺北市士林區天玉里,7344,無,5,1469
63000110-027,臺北市士林區德行里,3805,無,3,1268
63000110-028,臺北市士林區德華里,4876,無,3,1625
63000110-030,臺北市士林區忠誠里,4919,中國國民黨,3,1640
63000110-034,臺北市士林區蘭雅里,7482,中國國民黨,5,1496
63000110-035,臺北市士林區蘭興里,5601,無,4,1400
63000110-001,臺北市士林區仁勇里,3418,無,2,1709
63000110-002,臺北市士林區義信里,2694,中國國民黨,2,1347
63000110-003,臺北市士林區福林里,2667,無,3,889
63000110-004,臺北市士林區福德里,5140,中國國民黨,4,1285
63000110-005,臺北市士林區福志里,6583,無,4,1646
63000110-006,臺北市士林區舊佳里,5286,中國國民黨,4,1322
63000110-007,臺北市士林區福佳里,6656,無,4,1664
63000110-008,臺北市士林區後港里,7064,民主進步黨,5,1413
63000110-009,臺北市士林區福中里,5823,民主進步黨,4,1456
63000110-010,臺北市士林區前港里,3834,無,3,1278
63000110-011,臺北市士林區百齡里,6151,民主進步黨,4,1538
63000110-012,臺北市士林區承德里,4913,中國國民黨,3,1638
63000110-013,臺北市士林區福華里,5591,無,4,1398
63000110-014,臺北市士林區明勝里,4299,中國國民黨,3,1433
63000110-015,臺北市士林區福順里,4553,無,3,1518
63000110-016,臺北市士林區富光里,5081,無,3,1694
63000110-017,臺北市士林區葫蘆里,6587,無,4,1647
63000110-018,臺北市士林區葫東里,3555,無,2,1778
63000110-019,臺北市士林區社子里,5520,中國國民黨,4,1380
63000110-020,臺北市士林區社新里,7732,中國國民黨,5,1546
63000110-021,臺北市士林區社園里,6245,無,4,1561
63000110-022,臺北市士林區永倫里,6424,無,4,1606
63000110-023,臺北市士林區福安里,4158,民主進步黨,3,1386
63000110-024,臺北市士林區富洲里,4994,無,3,1665
63000110-025,臺北市士林區岩山里,3040,人民民主陣線,2,1520
63000110-026,臺北市士林區名山里,6202,中國國民黨,4,1551
63000110-029,臺北市士林區聖山里,4356,無,3,1452
63000110-031,臺北市士林區芝山里,6468,中國國民黨,4,1617
63000110-032,臺北市士林區東山里,4414,無,3,1471
63000110-043,臺北市士林區永福里,1134,無,1,1134
63000110-044,臺北市士林區公館里,1250,無,1,1250
63000110-045,臺北市士林區新安里,1772,無,2,886
63000110-046,臺北市士林區陽明里,2761,中國國民黨,3,920
63000110-047,臺北市士林區菁山里,1438,無,2,719
63000110-048,臺北市士林區平等里,1295,無,1,1295
63000110-049,臺北市士林區溪山里,1272,無,1,1272
63000110-050,臺北市士林區翠山里,2405,中國國民黨,2,1203
63000110-051,臺北市士林區臨溪里,2606,中國國民黨,2,1303
63000120-001,臺北市北投區建民里,3689,無,3,1230
63000120-002,臺北市北投區文林里,3646,無,3,1215
63000120-003,臺北市北投區石牌里,4644,無,3,1548
63000120-004,臺北市北投區福興里,5852,無,4,1463
63000120-005,臺北市北投區榮光里,6104,無,4,1526
63000120-006,臺北市北投區榮華里,6402,中國國民黨,4,1601
63000120-007,臺北市北投區裕民里,6556,無,4,1639
63000120-008,臺北市北投區振華里,6544,中國國民黨,4,1636
63000120-009,臺北市北投區永和里,7708,無,5,1542
63000120-010,臺北市北投區永欣里,6535,中國國民黨,4,1634
63000120-011,臺北市北投區永明里,3988,中國國民黨,3,1329
63000120-012,臺北市北投區東華里,3733,中國國民黨,3,1244
63000120-013,臺北市北投區吉利里,5659,中國國民黨,4,1415
63000120-014,臺北市北投區吉慶里,4328,無,3,1443
63000120-015,臺北市北投區尊賢里,3958,無,3,1319
63000120-016,臺北市北投區立賢里,4522,無,3,1507
63000120-017,臺北市北投區立農里,7539,無,5,1508
63000120-018,臺北市北投區八仙里,4633,無,3,1544
63000120-019,臺北市北投區洲美里,1820,無,1,1820
63000120-020,臺北市北投區奇岩里,8287,民主進步黨,5,1657
63000120-021,臺北市北投區清江里,8315,中國國民黨,5,1663
